fdid,fire_dept_name,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,org_type,website,no_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,nonfirefighting_civilian,nonfirefighting_volunteer,primary_agency_for_em
"19122","Satellite Beach Fire Rescue","1390 South Patrick DR","","Satellite Beach","FL","32937","1390 South Patrick DR","","","Satellite Beach","FL","32937-4380","321-773-4405","321-773-8199","BREVARD                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.satellitebeachfire.com","1","17","30","0","1","4","Yes"
"22101","Satsuma Volunteer Fire Department","103 S 1ST ST","","Satsuma","FL","32189","","","PO Box 125","Satsuma","FL","32189-0125","386-649-9544","386-649-9544","PUTNAM                   ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","2","12","0","0","3","Yes"
"58051","Scotts Ferry Volunteer Fire Department","Iola Rd","","Blountstown","FL","32424","8581 SE Marysville School Rd","","","Blountstown","FL","32424","850-674-1063","850-674-1063","CALHOUN                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","0","0",""
"27012","Sebring Fire Department","301 N Mango ST","","Sebring","FL","33870-3555","301 N Mango ST","","","Sebring","FL","33870-3555","863-471-5105","863-471-5123","HIGHLANDS                ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.mysebring.com/","2","23","0","2","0","0","Yes"
"03131","Seffner Mango Volunteer Fire Department  Inc.","1706 S Kingsway RD","","Seffner","FL","33584","1706 S Kingsway RD","","PO Box 447","Seffner","FL","33584-5348","(813) 684-8662","(813) 654-8170","HILLSBOROUGH             ","Volunteer","State government","","1","0","43","0","0","3",""
"17022","Seminole County EMS/Fire/Rescue","150 Bush BLVD","","Sanford","FL","32773-6706","150 Bush BLVD","","","Sanford","FL","32773-6706","407-665-5002","407-665-5010","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","https://www.seminolecountyfl.gov/dps/index.aspx?ref=","17","354","0","0","10","0","Yes"
"17042","Seminole County Fire Department","150 Bush BLVD","","Sanford","FL","32773","150 Bush BLVD","","","Sanford","FL","32773","407-665-5000","(407) 571-8391","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","https://www.seminolecountyfl.gov/dps/ems/","4","71","0","0","19","2",""
"49061","Seminole Tribe Fire Rescue Department","3101 North State Road 7","","Hollywood","FL","33021-2102","30290 Josie Billie HWY","","","Clewiston","FL","33440-9502","863-983-2150","863-983-8045","BROWARD                  ","Career","Tribal Government","","4","125","0","0","10","0","No"
"33111","Skyline Fire & Rescue District  Inc.","6924 HWY 87N","","Milton","FL","32570","","","PO Box 72","Milton","FL","32572","850-623-1292","850-983-0120","SANTA ROSA               ","Volunteer","Local (includes career  combination  and volunteer)","firehouse.com.flskyline.santarosacounty","4","0","25","0","0","6",""
"25041","Sneads Volunteer Fire Department","PO Box 159","","Sneads","FL","32460-0159","","","PO Box 159","Sneads","FL","32460-0159","(850) 593-0102","","JACKSON                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","0",""
"09511","Solutia Volunteer Fire Department","Fires Station Bldg 701","PO Box 97","Gonzales","FL","32560","Fires Station Bldg 701","","PO Box 97","Gonzales","FL","32560-0097","(850) 968-7528","(850) 968-8148","ESCAMBIA                 ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","2","100","0","0","0",""
"65041","Sopchoppy Volunteer Fire Department","86 Municipal AVE","","Sopchoppy","FL","32358","","","PO Box 1219","Sopchoppy","FL","32358-1219","850-962-8047","850-962-3429","WAKULLA                  ","Volunteer","City Government","","1","0","10","0","0","0",""
"06262","South Bay Public Safety","335 SW 2nd AVE","","South Bay","FL","33493","335 SW 2nd AVE","","","South Bay","FL","33493","(561) 996-6512","(561) 996-3001","PALM BEACH               ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.southbaycity.com","1","5","0","11","0","0",""
"08112","South Daytona Fire Department","1672 S Ridgewood AVE","","South Daytona","FL","32119","","","PO Box 214960","South Daytona","FL","32121-4960","386-322-3033","386-322-3038","VOLUSIA                  ","Career","Local (includes career  combination  and volunteer)","https://www.southdaytona.org/department/index.php?structureid=8","2","13","0","0","0","0","Yes"
"66001","South Gulf County Volunteer Fire Department","240 Cape San Blas RD","PO Box 126","Port Saint Joe","FL","32456-0126","","","PO Box 126","Port Saint Joe","FL","32457-0126","850-227-2182","850-227-3099","GULF                     ","Volunteer","Local (includes career  combination  and volunteer)","https://www.sgcfire.com","1","0","24","0","0","2",""
"06322","South Palm Beach Department of Public Safety","3577 S Ocean BLVD","","South Palm Beach","FL","33480","3577 S Ocean BLVD","","","South Palm Beach","FL","33480","(561) 586-2122","(561) 586-9790","PALM BEACH               ","Mostly Career","Local (includes career  combination  and volunteer)","","1","7","2","0","0","2",""
"04012","South Pasadena Fire Department","911 Oleaner Way S","","South Pasadena","FL","33707-2150","911 Oleaner Way S","","","South Pasadena","FL","33707-2150","727-344-1666","727-381-4324","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://mysouthpasadena.com/","1","17","0","0","1","0","Yes"
"18132","South Trail Fire Protection and Rescue Service District","5531 Halifax AVE","","Fort Myers","FL","33912-4403","5531 Halifax AVE","","","Fort Myers","FL","33912-4403","239-433-0080","239-433-1941","LEE                      ","Career","Local (includes career  combination  and volunteer)","https://www.southtrailfire.org/","4","72","0","0","7","0","No"
"36011","South Walton Fire District","911 N County Highway 393","","Santa Rosa Beach","FL","32459-5371","911 N County Highway 393","","","Santa Rosa Beach","FL","32459-5371","850-267-1298","850-267-3294","WALTON                   ","Career","Local (includes career  combination  and volunteer)","https://www.swfd.org/","5","92","0","0","16","0","No"
"15042","Southern Manatee Fire Rescue","2451 Trailmate DR","","Sarasota","FL","34243","","","PO Box 20216","Bradenton","FL","34204-0216","941-751-7675","941-751-7694","MANATEE                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.smfr.com/","5","79","12","0","5","0","No"
"10023","Southwest Ranches Volunteer Fire Rescue  Inc.","17220 Griffin RD","","Southwest Ranches","FL","33331","17220 Griffin RD","","","Southwest Ranches","FL","33331","954-434-8232","","BROWARD                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","20","0","0","5",""
"22051","Southwest Volunteer Fire Department","3409 Park ST","","Palatka","FL","32177","","","PO Box 1646","Palatka","FL","32178-1646","386-329-0477","","PUTNAM                   ","Volunteer","Local (includes career  combination  and volunteer)","https://www.southwestvfd.com/","1","0","0","20","0","10","No"
"40022","Spring Hill Fire Rescue District","3445 Bob Hartung CT","","Spring Hill","FL","34606","3445 Bob Hartung CT","","","Spring Hill","FL","34606","352-688-5030","352-688-5034","HERNANDO                 ","Career","dependent tax district","https://www.springhillfire.com/","4","100","0","0","21","15",""
"56016","Spring Ridge Volunteer Fire Department","5600 NE County Road 340","","High Springs","FL","32643-3705","5600 NE County Road 340","","","High Springs","FL","32643-3705","(386) 454-5414","(386) 454-5414","GILCHRIST                ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","0","14",""
"23062","Springfield Fire Department","3726 E 3RD ST","","Panama City","FL","32401","3726 E 3RD ST","","","Panama City","FL","32401-6003","850-872-7535","850-872-7537","BAY                      ","Mostly Career","Local (includes career  combination  and volunteer)","https://springfield.fl.gov/","1","14","5","0","0","0","No"
"59061","St James Lanark Volunteer Fire Department","2367 Oak ST","PO Box 1257","Lanark Village","FL","32323","","","PO Box 1257","Lanark Village","FL","32323-1257","850-697-3227","","FRANKLIN                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","6","0","0","5","No"
"66031","St Joe Fire Department","410 Williams AVE","","Port St Joe","FL","32456","116 Westcott CIR","","","Port St Joe","FL","32456","850-227-1414","850-227-3862","GULF                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","0","20","0","0",""
"04122","St Pete Beach Fire Department","7301 Gulf BLVD","","St Pete Beach","FL","33706-1947","7301 Gulf BLVD","","","St Pete Beach","FL","33706-1947","727-363-9206","727-360-6744","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://stpetebeach.org/","2","33","0","0","0","0","Yes"
"24012","St. Lucie County Fire Distrtict","5160 NW Mlner DR","","Port Saint Lucie","FL","34983-3392","5160 NW Milner DR","","","Port Saint Lucie","FL","34983-3392","772-621-3312","772-873-3280","SAINT LUCIE              ","Career","Special Taxing District","https://www.slcfd.com/","17","410","0","0","58","0","Yes"
"04192","St. Petersburg/Clearwater International Airport ARFF Department","14700 Terminal BLVD","STE 221","Clearwater","FL","33762","14700 Terminal BLVD","STE 221","","Clearwater","FL","33762-2942","727-453-7823","727-453-7849","PINELLAS                 ","Career","Transportation authority or airport fire department","","1","14","0","0","0","0",""
"37011","Steinhatchee Volunteer Fire/Rescue","Center and Twelfth ST N","","Steinhatchee","FL","32359","Center and Twelfth ST N","","PO Box 255","Steinhatchee","FL","32359-0255","352-850-3522","850-584-2309","TAYLOR                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","10","0","0","1",""
"38101","Sugarloaf Volunteer Fire Department  Inc.","17175 Overseas HWY","","Sugarloaf Key","FL","33042","17175 Overseas HWY","","","Sugarloaf Key","FL","33042","(305) 745-4001","(305) 745-1450","MONROE                   ","Volunteer","Contract fire department","https://www.sugarloafvfd.org/","1","0","20","0","0","10",""
"67021","Sumatra Volunteer Fire Department","10598 SW 8th ST","Sumatra Florida","Bristol","FL","32321","10598 SW 8th ST","Sumatra Florida","PO Box Rt. 1 Box 553R","Bristol","FL","32321","850-670-4757","","LIBERTY                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","17","0","0","17",""
"44015","Sumter County Fire & EMS","7375 Powell RD","","Wildwood","FL","34785-4203","7375 Powell RD","","","Wildwood","FL","34785-4203","352-689-4500","352-689-4501","SUMTER                   ","Career","Local (includes career  combination  and volunteer)","https://www.sumtercountyfl.gov/","7","94","0","0","4","0","No"
"27131","Sun 'n Lake of Sebring Fire Department","5306 Sun N Lake BLVD","","Sebring","FL","33872","5306 Sun N Lake BLVD","","","Sebring","FL","33872-2114","863-382-2196","863-382-2988","HIGHLANDS                ","Mostly Career","Local (includes career  combination  and volunteer)","","1","8","5","0","0","0","Yes"
"27121","Sun 'N Lake Volunteer Fire Department","460 S Sun N Lakes BLVD","","Lake Placid","FL","33852-9343","460 S Sun N Lakes BLVD","","","Lake Placid","FL","33852-9343","863-699-3708","863-699-3709","HIGHLANDS                ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","0","2","No"
"50021","Sunny Hills Volunteer Fire Department","4004 Columbia BLVD","","Sunny Hills","FL","32428-2958","4004 Columbia BLVD","","","Sunny Hills","FL","32428-2958","(850) 773-2777","(850) 773-2777","WASHINGTON               ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","16","0","0","3",""
"10162","Sunrise Fire Rescue","10440 W Oakland Park BLVD","","Sunrise","FL","33351-6822","10440 W Oakland Park BLVD","","","Sunrise","FL","33351-6822","954-746-3400","954-746-3455","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.sunrisefl.gov/index.aspx?page=64","5","146","0","0","17","0","Yes"
"31040","Suwannee County Fire Districts  Inc.","19359 76th ST","","Live Oak","FL","32060","19359 76th ST","","","Live Oak","FL","32060","(386) 364-0753","","SUWANNEE                 ","Volunteer","Local (includes career  combination  and volunteer)","https://community.webtv.net/SCFD/SuwanneeCountyFire","1","0","6","0","0","0",""
"31042","Suwannee County Fire/ Rescue","13530 80TH TER","","Live Oak","FL","32060-8868","13530 80TH TER","","","Live Oak","FL","32060-8868","386-364-3404","386-364-3488","SUWANNEE                 ","Mostly Career","Local (includes career  combination  and volunteer)","","15","42","40","0","1","10","No"
"21091","Sycamore Volunteer Fire Department Inc.","2293 Sycamore RD","","Quincy","FL","32351-1182","2293 Sycamore RD","","","Quincy","FL","32351-1182","000-000-0000","850-442-4410","GADSDEN                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","0","0","No"
"13012","Tallahassee Fire Department","911 Easterwood DR","","Tallahassee","FL","32311-3518","911 Easterwood DR","","","Tallahassee","FL","32311-3518","850-606-6600","850-891-0841","LEON                     ","Career","Local (includes career  combination  and volunteer)","https://www.talgov.com/fire/FireHome.aspx","15","267","0","0","13","0","No"
"10202","Tamarac Fire Rescue","6000 Hiatus RD","","Tamarac","FL","33321-6414","6000 Hiatus RD","","","Tamarac","FL","33321-6414","954-597-3800","954-597-3810","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.tamarac.org/index.aspx?nid=103","4","98","0","0","5","0","Yes"
"03072","Tampa Fire Rescue","808 E Zack ST","","Tampa","FL","33602-3530","808 E Zack ST","","","Tampa","FL","33602-3530","813-274-7011","813-274-7026","HILLSBOROUGH             ","Career","Local (includes career  combination  and volunteer)","https://www.tampagov.net/fire-rescue","22","630","0","0","62","0","Yes"
"04061","Tarpon Springs Fire Rescue","444 S Huey AVE","","Tarpon Springs","FL","34689-4722","444 S Huey AVE","","","Tarpon Springs","FL","34689-4722","727-938-3737","727-934-0598","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://www.ctsfl.us/","3","37","0","0","1","0","Yes"
"37022","Taylor County Fire Rescue","501 Industrial Park DR","","Perry","FL","32348-6354","501 Industrial Park DR","","","Perry","FL","32348-6354","850-838-3522","850-838-3524","TAYLOR                   ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","7","13","28","0","0","0","Yes"
"03082","Temple Terrace Fire Department","124 Bullard PKWY","","Temple Terrace","FL","33617","124 Bullard PKWY","","","Temple Terrace","FL","33617-5510","813-506-6700","813-506-6701","HILLSBOROUGH             ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.templeterrace.com/","2","51","20","0","6","0","Yes"
"06282","Tequesta Fire Rescue","357 Tequesta DR","PO Box 3273","Tequesta","FL","33469","357 Tequesta DR","","PO Box 3273","Tequesta","FL","33469","(561) 575-6250","(561) 575-6239","PALM BEACH               ","Mostly Career","Local (includes career  combination  and volunteer)","","1","18","15","0","2","0",""
"45081","Theressa Volunteer Fire Department","1692 SE 81ST ST","","Starke","FL","32091-8517","1692 SE 81ST ST","","","Starke","FL","32091-8517","904-966-6336","","BRADFORD                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","25","0","0","5","No"
"23051","Thomas Drive Volunteer Fire Department  Inc.","2913 Thomas DR","","Panama City Beach","FL","32408-6251","2913 Thomas DR","","","Panama City Beach","FL","32408-6251","850-236-2266","850-236-3232","BAY                      ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.thomasdrivefire.org/","3","9","20","0","0","3",""
"18012","Tice Fire District","9351 Workmen WAY","","Fort Myers","FL","33905","9351 Workmen WAY","","","Fort Myers","FL","33905-5214","239-694-2380","239-694-7399","LEE                      ","Career","Local (includes career  combination  and volunteer)","https://ticefire.com/","2","33","0","0","1","0","Yes"
"19172","Titusville Fire and Emergency Services","550 S Washington AVE","","Titusville","FL","32781","","","PO Box 2806","Titusville","FL","32781-2806","321-567-3800","321-383-5703","BREVARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.titusville.com/SectionIndex.asp?SectionID=21","4","54","0","0","6","6","Yes"
"10242","Town of Davie Fire Rescue","6901 Orange DR","","Davie","FL","33314-3238","6901 Orange DR","","","Davie","FL","33314-3238","954-797-1213","954-797-1234","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.daviefire.com/","5","147","0","0","10","0","Yes"
"33091","Town of Jay Volunteer Fire Department","100 Booker LN","PO Box 66","Jay","FL","32565","","","PO Box 66","Jay","FL","32565-0066","(850) 675-6375","(850) 675-6375","SANTA ROSA               ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","10","0","0","2",""
"15041","Trailer Estates Fire Control District","6831 American WAY","","Bradenton","FL","34281","","","PO Box 5182","Bradenton","FL","34281-5182","941-758-6453","941-739-2023","MANATEE                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","5","No"
"04172","Treasure Island Fire Department","180 108TH AVE","","Treasure Island","FL","33706-4702","180 108TH AVE","","","Treasure Island","FL","33706-4702","727-547-4590","727-547-4598","PINELLAS                 ","Career","Local (includes career  combination  and volunteer)","https://www.mytreasureisland.com/departments/fire_department/index.php","1","14","0","0","1","0","Yes"
"28111","Tri Community Fire Association","575 HWY","PO Box 558","Lacoochee","FL","33537","575 HWY","PO Box 558","","Lacoochee","FL","33537","(352) 583-3473","(352) 583-3400","PASCO                    ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","20","0","0","5",""
"F4013","Tyndall AFB Fire & Emergency Services","119 Alabama AVE","","Tyndall AFB","FL","32403","119 Alabama AVE","","","Tyndall AFB","FL","32403-5005","850-283-4777","850-283-3223","BAY                      ","Career","Federal government (Department of Defense)","","4","82","0","0","1","0","No"
"12151","Umatilla Fire Department","PO Box 2286","","Umatilla","FL","32784","","","PO Box 2286","Umatilla","FL","32784","(352) 669-1711","","LAKE                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","0",""
"63012","Union County Volunteer Fire Department","550 SE 6TH ST","","Lake Butler","FL","32054","","","PO Box 266","Lake Butler","FL","32054-0266","386-496-3839","386-496-2158","UNION                    ","Volunteer","Local (includes career  combination  and volunteer)","","5","0","30","0","0","0","No"
"18061","Upper Captiva Fire 7 Rescue District","4511 Hodgepodge LN","PO Box 322","Pineland","FL","33945-0322","","","PO Box 322","Pineland","FL","33945-0322","(239) 472-8899","(239) 472-1582","LEE                      ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","2","10","4","0","0",""
"18152","Useppa Island Volunteer Fire Company","200 Useppa Island","PO Box 640","Bokeelia","FL","33922","","","PO Box 640","Bokeelia","FL","33922-0640","239-283-7578","239-283-0981","LEE                      ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","3","10","0","0","0","No"
"43051","Valparaiso Volunteer Fire Department","431 Valparaiso PKWY","","Valparaiso","FL","32580-1274","431 Valparaiso PKWY","","","Valparaiso","FL","32580-1274","850-729-5410","850-678-4553","OKALOOSA                 ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://vvfd.valp.org/","1","14","19","0","0","5","Yes"
"16062","Venice Fire Department","200 Grove ST N","","Venice","FL","34285-4625","200 Grove ST N","","","Venice","FL","34285-4625","941-480-3030","941-480-3224","SARASOTA                 ","Career","Local (includes career  combination  and volunteer)","https://www.venicegov.com/Municipal_links/Fire_Dept/fire_dept.asp","3","41","0","0","4","0","Yes"
"50011","Vernon Fire & Rescue","3560 Roche AVE","","Vernon","FL","32462","","","PO Box 340","Vernon","FL","32462","(850) 535-1059","","WASHINGTON               ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","18","0","0","0",""
"44052","Villages Public Safety Department","3035 S Morse BLVD","","The Villages","FL","32163-6063","3035 S Morse BLVD","","","The Villages","FL","32163-6063","352-205-8280","352-205-8290","SUMTER                   ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.districtgov.org/departments/public-safety/public-safety.aspx","7","77","3","0","2","5","No"
"08182","Volusia County Fire Services","125 W New York AVE","STE 220","DeLand","FL","32720","125 W New York AVE","STE 220","","DeLand","FL","32720-5415","386-736-5940","386-822-5025","VOLUSIA                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.volusia.org/fireservices/","23","199","50","0","15","41","No"
"65031","Wakulla County Fire Rescue","338 Trice LN","","Crawfordville","FL","32327","338 Trice LN","","","Crawfordville","FL","32327-2261","850-745-8698","850-745-8704","WAKULLA                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","11","6","100","0","1","50",""
"09161","Walnut Hill Volunteer Fire Department","7760 HWY 97","PO Box 6","Walnut Hill","FL","32568","","","PO Box 6","Walnut Hill","FL","32568-0006","(850) 327-4431","(850) 327-6173","ESCAMBIA                 ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","29","0","0","0",""
"36161","Walton County Fire Rescue","63 Bo Pete Manor RD","","DeFuniak Springs","FL","32435-2943","63 Bo Pete Manor RD","","","DeFuniak Springs","FL","32435-2943","850-892-6162","850-951-2911","WALTON                   ","Mostly Career","Local (includes career  combination  and volunteer)","","10","106","0","40","1","0","No"
"31032","Wellborn Volunteer Fire Department","12204 County RD 137","PO Box 125","Wellborn","FL","32094","12204 County RD 137","","PO Box 125","Wellborn","FL","32094","(386) 963-3343","(386) 963-4513","SUWANNEE                 ","Volunteer","Local (includes career  combination  and volunteer)","https://departments.firehouse.com/dept/WellbornFL","3","0","25","0","0","4",""
"23111","West Bay 1 Woodville Fire Department","6224 Laird Park RD","","Panama City Beach","FL","32413-9324","6224 Laird Park RD","","","Panama City Beach","FL","32413-9324","(850) 236-3056","(850) 236-3057","BAY                      ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","3","16","0","0","0",""
"37032","West District Fire Authority","501 Industrial Park DR","PO Box 683","Perry","FL","32348","501 Industrial Park DR","","PO Box 683","Perry","FL","32348","(850) 838-3522","(850) 584-2309","TAYLOR                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","20","0","0","0",""
"23121","West End Volunteer Fire Department","20512 W HWY 98","","Panama City Beach","FL","32413","","","PO Box 7223","Panama City Beach","FL","32413","(850) 234-3025","(850) 236-0381","BAY                      ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","10","10","0","0",""
"15022","West Manatee Fire Rescue","6417 3RD AVE W","","Bradenton","FL","34209-2314","6417 3RD AVE W","","","Bradenton","FL","34209-2314","941-761-1555","941-795-3250","MANATEE                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.wmfr.org/","4","38","0","30","3","0","No"
"06272","West Palm Beach Fire Department","500 N Dixie HWY","","West Palm Beach","FL","33401","500 N Dixie HWY","","","West Palm Beach","FL","33401-4212","561-804-4700","561-804-4777","PALM BEACH               ","Career","Local (includes career  combination  and volunteer)","https://www.wpbfr.org/","8","200","0","0","11","0","Yes"
"09121","West Pensacola Volunteer Fire Department","1700 N W ST","","Pensacola","FL","32505","1700 N W ST","","","Pensacola","FL","32505-6336","850-595-3300","850-595-3381","ESCAMBIA                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","27","0","0","4",""
"22120","West Putnam Volunteer Fire Department  Inc.","PO Box 1857","","Hawthorne","FL","32640","","","PO Box 1857","Hawthorne","FL","32640-1857","352-481-3215","352-481-0319","PUTNAM                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","4","No"
"27031","West Sebring Volunteer Fire Department","3517 Hammock RD","","Sebring","FL","33872-4413","3517 Hammock RD","","","Sebring","FL","33872-4413","863-386-6052","863-382-1005","HIGHLANDS                ","Volunteer","Local (includes career  combination  and volunteer)","https://www.westsebringfire.com/","3","0","35","0","0","9","Yes"
"58015","Westside Volunteer Fire Department","18212 SR 20 W","","Blountstown","FL","32424","18212 SR 20 W","","","Blountstown","FL","32424-4806","850-674-5015","850-674-5015","CALHOUN                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","16","0","0","0",""
"51051","Westville Volunteer Fire Department","PO Box 14","","Westville","FL","32464","","","PO Box 14","Westville","FL","32464","(852) 054-8585","(850) 548-5858","HOLMES                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","14","0","0","0",""
"21061","Wetumpka Volunteer Fire Department  Inc.","25 McCall Bridge RD","","Quincy","FL","32351","","","PO Box 1031","Quincy","FL","32353-1031","850-875-2208","850-875-2208","GADSDEN                  ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","14","0","0","25","No"
"66021","Wewahitchka Volunteer Fire Department","PO Box 966","","Wewahitchka","FL","32465-0966","","","PO Box 966","Wewahitchka","FL","32465-0966","(850) 639-2609","(850) 639-2701","GULF                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","26","0","0","0",""
"56022","White Springs Volunteer Fire Department","16552 Spring ST","","White Springs","FL","32096","","","PO Box D","White Springs","FL","32096-0278","386-397-2211","386-397-1542","HAMILTON                 ","Volunteer","Local (includes career  combination  and volunteer)","https://www.whitesprings.org/","1","0","8","0","0","0","No"
"15051","Whitfield Fire Control District","7555 Ponce De Leon ST","","Sarasota","FL","34243","7555 Ponce De Leon ST","","","Sarasota","FL","34243","(941) 355-2013","(941) 358-0535","MANATEE                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","4","0","21","1","0",""
"39041","Williston Fire Department","5 SW 1ST AVE","","Williston","FL","32696","","","PO Box 670","Williston","FL","32696-0670","352-528-5003","352-528-9520","LEVY                     ","Volunteer","Local (includes career  combination  and volunteer)","https://www.willistonfire.org/","1","0","0","28","0","0","No"
"11051","Windsor Fire Rescue","1401 SE County Road 234","","Gainesville","FL","32641-1311","1401 SE County Road 234","","","Gainesville","FL","32641-1311","352-378-8671","352-378-8069","ALACHUA                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","5","5","0","0","0","No"
"07232","Winter Garden Fire Rescue Department","1 E Cypress ST","","Winter Garden","FL","34787-3905","1 E Cypress ST","","","Winter Garden","FL","34787-3905","407-877-5175","407-656-4017","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","https://www.cwgdn.com/publicsafety/fire-rescue/","3","44","0","0","2","0","Yes"
"05142","Winter Haven Fire Department","551 Third ST NW","PO Box 2277","Winter Haven","FL","33883","551 Third ST NW","","PO Box 2277","Winter Haven","FL","33883","(863) 291-5665","(863) 295-5998","POLK                     ","Mostly Career","Local (includes career  combination  and volunteer)","","3","53","1","0","1","0",""
"07042","Winter Park Fire Department","343 W Canton AVE","","Winter Park","FL","32789","343 W Canton AVE","","","Winter Park","FL","32789-3129","407-599-3298","407-599-3231","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","https://www.wpfd.org/","3","75","0","0","2","1","Yes"
"17052","Winter Springs Fire Department","102 N Moss RD","","Winter Springs","FL","32708","102 N Moss RD","","","Winter Springs","FL","32708","(407) 327-2332","(407) 327-4750","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","","3","50","0","0","2","0",""
"63031","Worthington Springs Volunteer Fire Department (Station 3)","SR 121","","Worthington Springs","FL","32697","","","PO Box 90","Worthington Springs","FL","32697","(386) 496-1311","","UNION                    ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","0",""
"39021","Yankeetown Volunteer Fire & Rescue","6241 Harmony LN","","Yankeetown","FL","34498","6241 Harmony LN","","PO Box 280","Yankeetown","FL","34498-0280","(352) 447-4643","(352) 447-0774","LEVY                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","17","0","0","2",""
"28032","Zephyrhills Fire Rescue","38410 6TH AVE","","Zephyrhills","FL","33542-4333","38410 6TH AVE","","","Zephyrhills","FL","33542-4333","813-780-0041","813-780-0044","PASCO                    ","Mostly Career","Local (includes career  combination  and volunteer)","","2","25","10","0","1","0","Yes"
